Date,Open,High,Low,Close,Volume
2011-03-25,145.5398,145.5398,142.8144,143.9182,471824
2011-03-28,145.0318,145.1588,139.8839,141.6324,484128
2011-03-29,141.5739,144.1625,131.1705,133.1339,3246276
2011-03-30,133.046,139.1024,128.1618,132.2547,4341896
2011-03-31,134.8727,135.7812,131.1607,132.0985,1712564
2011-04-01,131.2877,136.1719,131.0923,135.4979,1047820
2011-04-04,135.3904,138.4186,134.6187,137.0901,860060
2011-04-05,137.7348,141.0267,135.8202,140.2648,1053224
2011-04-06,139.6885,144.475,139.4932,143.7327,2114320
2011-04-07,143.5959,147.3079,140.7142,146.585,2671324
2011-04-08,147.5032,148.6755,143.6154,145.0123,1695272
2011-04-11,143.8108,145.8426,142.4237,142.5409,859400
2011-04-13,142.2283,143.9671,140.9194,143.4201,410412
2011-04-15,143.4298,145.4421,142.2283,143.0684,1008900
2011-04-18,143.8206,144.3871,137.2757,137.8521,572300
2011-04-19,138.7117,140.47,135.4002,138.4968,556380
2011-04-20,137.8325,141.9939,137.8325,141.4077,470596
2011-04-21,142.9218,143.5959,139.4931,140.5481,430732
2011-04-25,139.1903,141.8376,139.1903,140.2844,265540
2011-04-26,140.343,142.9121,139.5029,141.6519,1028484
2011-04-27,141.652,142.3651,139.7862,140.343,446928
2011-04-28,140.6263,140.6263,133.6321,134.521,3125556
2011-04-29,135.576,136.5431,132.3622,134.101,597200
2011-05-02,134.0228,136.0644,132.4599,134.2768,499900
2011-05-03,134.4722,135.3416,130.3792,130.9262,436704
2011-05-04,130.8969,131.2779,128.1618,129.8127,387024
2011-05-05,129.5489,131.4635,126.9895,128.9139,373264
2011-05-06,130.6918,131.8542,126.9896,130.7797,454992
2011-05-09,132.0203,132.0203,129.4316,130.2131,203004
2011-05-10,130.8383,133.3293,129.9982,131.9128,533236
2011-05-11,131.8835,133.8079,131.8835,132.5771,384084
2011-05-12,132.245,133.6419,129.7638,130.3694,381236
2011-05-13,128.9432,132.8311,128.9432,131.4537,317720
2011-05-16,129.9299,132.6553,129.3633,129.9592,177136
2011-05-17,134.6089,134.6089,125.4168,127.2045,330044
2011-05-18,127.3803,130.1448,126.0909,127.9469,514592
2011-05-19,128.3669,131.0923,127.9664,130.2815,445080
2011-05-20,131.8738,131.8738,125.6513,126.3253,1410272
2011-05-23,125.622,128.5525,124.3716,127.2143,1036928
2011-05-24,126.3253,133.046,126.0713,131.5123,876628
2011-05-25,131.4831,131.6784,127.0384,128.826,1677304
2011-05-26,129.0409,131.2876,127.4486,128.4157,3027180
2011-05-27,128.4548,129.8224,126.9896,128.953,639232
2011-05-30,130.8969,135.195,129.3633,134.2866,2266872
2011-05-31,134.902,135.195,131.4342,132.4208,1350692
2011-06-01,132.8213,137.6371,131.0435,136.7384,1854104
2011-06-02,135.2927,136.1523,133.046,133.7493,564688
2011-06-03,133.8274,135.5858,132.8506,134.2084,661536
2011-06-06,134.2084,138.6921,133.7981,137.6371,1928320
2011-06-07,137.559,140.3527,137.559,138.487,1062756
2011-06-08,138.5163,138.907,136.3966,136.885,331176
2011-06-09,135.8398,138.6628,135.5467,136.885,521964
2011-06-10,155.318,155.318,135.7812,136.4356,409196
2011-06-13,136.3672,137.8227,133.6223,136.7677,435440
2011-06-14,138.7117,138.7117,136.9534,137.6078,388364
2011-06-15,138.4772,139.4345,136.1719,136.8557,507620
2011-06-16,136.5626,136.5626,133.6907,134.8336,484060
2011-06-17,134.8043,135.957,132.8506,134.6969,468348
2011-06-20,134.0228,135.2536,127.9273,130.2522,730336
2011-06-21,130.1154,133.2413,128.572,131.9519,778432
2011-06-22,134.7457,135.996,132.0691,135.3122,905464
2011-06-23,133.0558,137.3441,133.0558,137.1194,909264
2011-06-24,137.94,138.7117,134.8043,135.6053,898660
2011-06-27,135.3904,138.0572,134.0424,136.885,594652
2011-06-28,133.085,137.6371,133.085,136.543,304784
2011-06-29,138.6726,140.0792,136.1816,138.9754,926796
2011-06-30,139.161,142.3846,139.1024,141.3003,1109504
2011-07-01,142.2381,142.9121,139.5615,140.3137,549840
2011-07-04,141.5934,143.0098,139.9034,142.7265,665888
2011-07-05,141.691,143.9475,141.0561,143.5275,1041264
2011-07-06,143.381,145.5496,142.6581,144.8658,958156
2011-07-07,144.5825,146.5264,143.5959,144.348,834108
2011-07-08,144.8951,146.5264,143.2344,143.7229,599576
2011-07-11,144.5434,146.3115,141.3492,145.5984,1172740
2011-07-12,143.6056,147.093,142.8144,145.0123,1558104
2011-07-13,145.1588,145.8133,143.9182,144.6509,915252
2011-07-14,144.7388,148.0894,143.8792,146.7706,768700
2011-07-15,146.331,148.0894,144.2211,145.5789,591248
2011-07-18,147.4544,147.4544,144.0843,144.8365,438880
2011-07-19,146.292,147.3079,143.6545,146.5459,1017736
2011-07-20,145.1588,148.0894,145.1588,146.6925,759628
2011-07-21,146.2724,148.4801,144.8072,146.3604,655956
2011-07-22,146.966,147.8549,145.6863,146.8878,562420
2011-07-25,146.9171,152.3679,145.7547,150.844,1319676
2011-07-26,151.987,153.1689,149.75,151.6939,1526724
2011-07-27,152.0651,155.9041,151.5083,154.2142,1202060
2011-07-28,153.374,153.9602,151.1078,153.2373,578136
2011-07-29,153.3643,153.7551,151.098,151.5962,600936
2011-08-01,151.6158,153.3643,150.8636,152.5535,323972
2011-08-02,153.3643,153.6086,151.6158,153.1006,518932
2011-08-03,152.3875,153.3741,150.0821,151.0394,571076
2011-08-04,151.9035,152.7873,149.6648,151.8839,700236
2011-08-05,148.2704,151.6286,141.4068,143.7634,591924
2011-08-08,137.4692,142.3789,134.5824,140.0812,1011696
2011-08-09,135.4858,144.3427,134.3664,143.0171,1557736
2011-08-10,144.3427,147.4849,142.3789,144.2445,1097468
2011-08-11,142.3789,144.49,141.4166,142.8698,369608
2011-08-12,144.3427,146.2967,143.5572,144.9417,911216
2011-08-16,147.2492,147.2492,141.2005,143.0367,1073208
2011-08-17,143.0269,145.0595,139.2367,140.6114,988012
2011-08-18,140.8078,140.8078,128.8087,129.7513,1456532
2011-08-19,125.7156,130.9984,122.1414,125.2934,1544208
2011-08-22,124.3802,127.4536,122.5538,125.0675,616312
2011-08-23,125.097,131.4697,122.7404,129.7906,1124144
2011-08-24,129.6138,131.3813,127.2572,128.2293,626024
2011-08-25,131.0769,131.0769,119.5983,121.4737,925320
2011-08-26,120.7766,122.9957,118.2236,120.2954,693596
2011-08-29,120.9729,125.804,120.9729,124.8417,447732
2011-08-30,128.4061,129.4175,124.5275,127.4144,575272
2011-09-02,130.9002,130.9002,123.3688,124.773,417008
2011-09-05,122.1316,135.8982,122.1316,133.2077,1626736
2011-09-06,132.5695,133.7281,127.8759,129.879,1842324
2011-09-07,131.3224,136.2517,130.2521,135.5545,1800120
2011-09-08,135.3581,137.3907,133.6495,134.6609,870140
2011-09-09,135.7018,136.2811,128.8479,130.4878,544312
2011-09-12,127.8759,128.632,122.8582,123.85,794628
2011-09-13,125.2836,127.4536,123.467,123.8696,624360
2011-09-14,125.1166,126.0397,121.3657,123.3885,981004
2011-09-15,124.498,125.6862,122.9466,124.9399,587452
2011-09-16,126.0495,129.0247,123.958,127.7384,1122624
2011-09-19,127.6402,127.6402,123.7223,124.7533,359868
2011-09-20,124.498,128.0231,124.4882,127.2769,513200
2011-09-21,129.3978,129.3978,126.6386,127.6795,442736
2011-09-22,125.8924,127.2573,122.7404,123.2118,412420
2011-09-23,121.9647,124.8908,121.7585,122.9466,747072
2011-09-26,124.8908,124.9595,117.8308,118.6065,935860
2011-09-27,118.6065,121.1398,118.6065,119.883,805752
2011-09-28,121.5621,127.3653,113.1372,114.2173,1999128
2011-09-29,113.9031,113.9031,109.2292,112.2633,1527560
2011-09-30,112.1356,113.8049,109.1015,112.7542,935264
2011-10-03,109.239,111.684,108.2669,108.7578,460588
2011-10-04,108.6007,109.9165,105.7728,107.4224,557076
2011-10-05,108.0999,109.5826,104.0249,104.4668,526764
2011-10-07,105.2818,111.0359,105.0854,110.5744,1075156
2011-10-10,108.2374,113.6085,108.2374,113.1372,604852
2011-10-11,113.1372,115.6705,111.5465,112.8623,922556
2011-10-12,113.5103,116.8096,113.5103,114.8261,924392
2011-10-13,112.9703,120.1481,112.9703,118.9011,937976
2011-10-14,120.0794,120.7765,115.8669,116.8292,1234680
2011-10-17,117.6344,117.8112,113.7067,114.7574,570076
2011-10-18,114.4824,115.4741,110.9671,111.7625,389948
2011-10-19,112.3418,114.0013,111.9393,113.5398,413492
2011-10-20,112.4302,112.6659,110.3682,111.8803,366812
2011-10-21,112.1651,115.6411,111.684,112.2535,527632
2011-10-24,115.6411,115.6411,110.1718,110.5548,503832
2011-10-25,111.9393,111.9393,108.208,110.1325,766408
2011-10-28,112.1356,117.1434,112.1356,115.376,976560
2011-10-31,115.8669,116.4561,113.9227,114.9832,489576
2011-11-01,113.9424,117.0158,113.9031,116.1812,673816
2011-11-02,114.0995,123.1037,112.4007,122.1709,1834824
2011-11-03,122.3476,124.174,121.4246,121.9843,1094420
2011-11-04,123.6634,124.39,121.3657,123.3394,552056
2011-11-08,124.1249,124.5079,119.559,120.9239,567700
2011-11-09,120.7766,121.5228,117.5951,118.2039,459956
2011-11-11,118.7734,120.7766,116.2597,117.3104,830444
2011-11-14,118.1745,121.4443,118.1646,119.9714,872488
2011-11-15,119.7946,122.4851,117.0059,121.3362,2549496
2011-11-16,120.1874,121.5228,117.5067,119.3528,903292
2011-11-17,119.2055,120.7667,117.0747,117.546,312108
2011-11-18,116.8489,118.8127,115.6313,117.6344,452960
2011-11-21,116.5936,118.7734,113.5594,114.3548,370880
2011-11-22,114.0013,118.2236,111.0752,117.2122,955372
2011-11-23,116.191,116.2597,111.7625,112.5677,366020
2011-11-24,112.1356,113.9031,108.0999,112.0473,674344
2011-11-25,112.0472,114.4628,108.0115,109.995,981000
2011-11-28,110.3682,114.885,110.3682,112.9212,471844
2011-11-29,114.4824,114.4824,109.995,111.0064,404112
2011-11-30,109.995,111.7428,109.0327,111.026,480688
2011-12-01,113.7067,114.8261,111.0162,111.7232,456264
2011-12-02,111.9294,114.2959,111.0064,113.53,416512
2011-12-05,112.2044,117.6344,112.2044,117.0453,1268384
2011-12-07,117.5362,118.2236,115.0912,115.484,556632
2011-12-08,115.8866,116.8292,112.4695,112.8328,558436
2011-12-09,112.3713,112.9212,108.6007,109.7103,536360
2011-12-12,112.8033,112.8033,106.2441,106.8234,665296
2011-12-13,106.0575,108.2472,103.6911,107.4519,380732
2011-12-14,107.2653,110.5646,106.8431,108.9346,571592
2011-12-15,108.7873,113.6576,106.9314,112.4793,885396
2011-12-16,113.1175,113.3335,109.288,110.378,614232
2011-12-19,109.9459,113.7558,106.6369,111.9393,420700
2011-12-20,113.9031,114.885,110.9671,112.3615,604868
2011-12-21,116.2597,121.513,111.4876,112.5677,406180
2011-12-22,111.8804,112.5186,110.1325,111.4679,401584
2011-12-23,113.1077,113.1077,110.5842,111.4777,332952
2011-12-26,111.9392,112.9212,109.1898,112.2927,813464
2011-12-27,111.9687,115.3171,111.9392,112.656,412380
2011-12-28,112.0963,112.715,110.5842,112.0767,212584
2011-12-29,111.0162,114.8654,111.0162,113.962,326288
2011-12-30,113.2943,113.8638,111.9589,112.6659,227088
2012-01-02,113.5103,114.5806,110.9671,112.3124,123532
2012-01-03,112.332,118.9698,112.1651,117.821,594128
2012-01-04,117.8308,120.5606,116.2597,118.6949,638504
2012-01-05,116.0633,120.0106,116.0633,116.9176,406480
2012-01-06,114.885,119.0091,114.885,117.6246,362456
2012-01-09,116.8685,120.3838,116.8685,118.6065,407148
2012-01-10,118.8127,120.7765,118.8127,120.2463,340888
2012-01-11,116.8488,123.5063,116.8488,122.0039,500348
2012-01-12,118.3316,122.7208,116.2597,117.1238,399996
2012-01-13,119.5983,119.5983,117.0747,118.2236,251092
2012-01-16,116.9961,120.099,116.9961,118.4886,280344
2012-01-17,117.8308,121.3657,117.8308,119.6572,458308
2012-01-18,119.7946,119.7946,115.2778,116.3481,269788
2012-01-19,117.7817,120.9729,116.8881,119.7946,662140
2012-01-20,120.7766,120.7766,117.1336,118.2825,223476
2012-01-23,119.5982,120.0499,116.9667,117.7424,439700
2012-01-24,117.8406,120.1285,117.8308,119.4902,439520
2012-01-25,120.7766,125.1952,117.8897,123.526,1558384
2012-01-27,123.9285,126.079,122.0825,125.1658,500280
2012-01-30,124.7043,125.4898,122.7797,123.5947,451824
2012-01-31,125.2542,128.8284,123.8402,128.0428,737496
2012-02-01,128.6811,130.586,126.6681,128.8185,603880
2012-02-02,130.3012,135.8589,129.3389,131.1456,1287240
2012-02-03,133.9343,133.9343,127.0216,128.3177,625840
2012-02-06,128.8382,130.7627,126.0102,126.3932,886624
2012-02-07,127.0707,128.4159,125.8826,126.3932,542180
2012-02-08,126.7663,129.5549,124.989,127.7089,1337008
2012-02-09,127.1394,130.203,124.5079,129.4666,1200612
2012-02-10,129.0443,130.9689,126.5208,127.6991,544600
2012-02-13,127.0609,128.9952,126.1379,128.1312,224096
2012-02-14,129.6138,131.1653,126.4815,129.3291,656968
2012-02-15,130.0165,130.7922,128.632,129.7317,400240
2012-02-16,130.0164,131.8526,128.2392,129.388,766852
2012-02-17,129.8004,132.4516,128.5239,129.8888,1338784
2012-02-21,131.5581,131.7643,128.0624,130.1441,583392
2012-02-22,128.6319,131.1162,122.8484,124.1838,434332
2012-02-23,122.9564,127.2474,119.991,120.5409,836704
2012-02-24,122.1218,123.0252,119.4019,120.1972,404812
2012-02-27,122.6717,122.6717,114.885,116.083,310876
2012-02-28,116.2597,119.6179,116.0633,117.8603,268844
2012-02-29,117.2515,120.5802,116.2597,117.929,289368
2012-03-01,117.438,118.8127,115.8866,117.1434,399540
2012-03-02,118.037,119.5982,116.8881,117.4184,750164
2012-03-05,117.438,119.7946,116.731,119.2153,394340
2012-03-06,119.1858,121.9549,117.8308,118.577,480852
2012-03-07,118.0763,120.2169,117.438,119.2742,336616
2012-03-09,120.1089,128.3177,119.8045,125.8728,893276
2012-03-12,127.2572,128.3963,123.5456,124.5177,541696
2012-03-13,125.0774,127.2769,124.557,126.5405,394064
2012-03-14,125.7647,128.5141,124.2427,125.0675,437776
2012-03-15,127.65,128.033,120.8355,121.4246,393824
2012-03-16,121.7683,122.9761,118.4199,118.9011,248036
2012-03-19,119.5786,122.544,119.0484,121.4737,520436
2012-03-20,122.7404,128.4356,121.3166,127.3947,1184772
2012-03-21,127.4536,136.6837,127.2965,134.5431,10232104
2012-03-22,135.5054,143.3412,133.355,142.3494,8163896
2012-03-23,142.3788,147.0921,138.353,145.629,5956136
2012-03-26,145.8156,146.8859,140.4347,141.4951,1756080
2012-03-27,142.3887,143.3608,136.5953,137.8129,1440796
2012-03-28,133.5808,141.0435,133.5808,138.0093,1282588
2012-03-29,131.617,143.0761,131.617,139.3644,1599640
2012-03-30,139.9044,142.7422,139.9044,141.5442,593776
2012-04-02,140.9943,143.6554,139.6295,140.7194,461116
2012-04-03,143.0564,143.0564,140.0615,140.8274,296716
2012-04-04,141.7701,142.968,139.3349,142.2905,458500
2012-04-09,137.9111,141.3479,137.9111,140.0026,266792
2012-04-10,138.1566,142.5654,138.1566,139.8455,355940
2012-04-11,138.4413,141.3969,137.43,139.6687,332532
2012-04-12,141.2497,143.1448,139.875,142.0941,648644
2012-04-13,139.0403,141.3871,133.5514,138.6574,261208
2012-04-16,140.5819,141.5737,138.952,139.7277,231292
2012-04-17,137.7638,140.8863,137.7638,139.0796,198240
2012-04-18,141.3577,141.9468,139.1483,139.7178,429472
2012-04-19,140.1008,140.6507,138.677,139.3742,130516
2012-04-20,138.6868,142.5065,138.6868,139.6786,395968
2012-04-23,140.798,140.798,136.2418,136.8408,184256
2012-04-24,137.6754,139.0698,136.1338,137.0863,210448
2012-04-25,136.4873,138.0486,134.1307,135.4858,192612
2012-04-26,135.309,141.77,134.7198,140.1695,962024
2012-04-27,137.4496,138.2548,135.0144,136.8703,354856
2012-04-30,136.2811,138.4119,135.9964,137.8129,228300
2012-05-02,139.8259,139.8259,135.1224,135.9473,315044
2012-05-03,135.8982,136.8801,134.1307,135.4367,483112
2012-05-04,136.291,136.291,131.5777,133.9834,270324
2012-05-07,132.6284,134.9163,130.9689,134.2387,312536
2012-05-08,135.1028,135.1028,130.4976,131.0573,233412
2012-05-09,130.9886,132.2651,127.866,128.6123,179368
2012-05-10,130.0066,130.5565,126.8547,129.28,349360
2012-05-11,129.8299,130.4387,121.7781,125.1363,472092
2012-05-14,124.7042,124.8515,121.9941,123.143,187512
2012-05-15,120.7176,125.8236,120.7176,125.0872,280496
2012-05-16,122.7601,128.2392,122.7601,124.8516,308768
2012-05-17,125.5585,126.8547,118.8814,119.3822,488380
2012-05-18,120.7177,125.6273,117.8308,120.0009,1776844
2012-05-21,120.6784,121.2675,119.3037,120.0205,326472
2012-05-22,120.2463,123.4081,119.4019,121.3461,571648
2012-05-23,121.9058,122.6422,118.8913,120.1088,663216
2012-05-24,123.6929,133.3256,120.4034,130.802,6549440
2012-05-25,130.7922,132.2454,129.1622,130.9689,1518544
2012-05-28,130.9689,134.4056,130.0655,131.0867,525832
2012-05-29,128.0526,132.3632,127.7776,130.4485,423528
2012-05-30,130.419,137.0765,129.064,135.3876,2149044
2012-05-31,133.9343,135.2796,130.8609,132.2749,930808
2012-06-01,131.7545,131.7545,128.6319,128.9363,380272
2012-06-04,128.6417,131.7741,125.4014,129.7219,385004
2012-06-05,130.9787,132.5204,129.6139,131.4304,416464
2012-06-06,131.1849,133.8852,131.1849,132.3141,341740
2012-06-07,133.5416,134.0227,130.203,131.6857,368648
2012-06-08,132.5204,135.1126,131.234,133.3255,749984
2012-06-11,133.1979,135.1127,130.3994,130.9493,341236
2012-06-12,129.7219,133.7379,129.7219,132.8149,274180
2012-06-13,132.0294,132.9328,130.5958,131.0082,324232
2012-06-14,131.5384,133.7183,130.203,133.0899,594604
2012-06-15,132.5793,138.2548,132.0294,137.6656,1719284
2012-06-18,156.715,156.715,133.7674,134.5824,778688
2012-06-19,134.5235,135.8589,133.6496,134.5922,201108
2012-06-20,134.5235,136.4873,134.1405,134.6609,196264
2012-06-21,135.1617,136.0945,133.5415,134.7198,211376
2012-06-22,133.9049,136.0749,132.6087,135.1814,210160
2012-06-25,135.5054,136.4874,134.7199,135.3582,242108
2012-06-26,152.3945,152.3945,133.7379,134.985,222012
2012-06-27,135.5054,137.4103,134.5235,136.448,935348
2012-06-28,136.7426,138.8439,135.1323,137.7245,727148
2012-06-29,137.4791,140.0027,137.4791,139.0993,434964
2012-07-02,139.4331,146.9939,138.2548,144.215,1159112
2012-07-03,144.5489,145.3835,141.6817,142.7814,454396
2012-07-04,143.3608,146.1986,142.8895,143.5572,1119920
2012-07-05,143.9008,145.5406,142.5163,144.6569,528652
2012-07-06,144.4802,145.1086,140.8372,141.7701,551500
2012-07-09,141.7897,142.752,139.1581,141.122,605920
2012-07-10,140.6507,143.5572,140.6507,141.6915,238304
2012-07-11,141.1907,143.7143,140.2186,141.0042,428296
2012-07-12,137.862,141.2005,137.862,139.5804,419192
2012-07-13,139.8062,140.9944,138.893,139.9732,160276
2012-07-16,140.0222,141.8781,137.8817,138.7359,287460
2012-07-17,139.2269,139.6099,135.5447,138.7556,441284
2012-07-18,139.2073,139.9535,136.939,139.1876,280412
2012-07-19,139.9535,141.7897,139.492,140.8372,208668
2012-07-20,141.4165,142.3788,138.9617,140.0419,365648
2012-07-23,139.1091,141.2595,138.0879,140.7783,320096
2012-07-24,141.0238,141.7701,139.0403,140.9845,199588
2012-07-25,141.0925,143.7535,140.6899,142.4181,574344
2012-07-26,142.4182,143.1153,139.8357,140.6016,537068
2012-07-27,141.6031,144.9318,140.2088,140.6212,508980
2012-07-30,138.4512,142.2807,138.4512,139.9928,248276
2012-07-31,142.9582,142.9582,139.1287,140.0419,327340
2012-08-01,139.6295,143.351,139.6295,142.9582,389480
2012-08-02,142.3165,144.1529,141.6056,142.1782,294784
2012-08-03,145.1402,152.5651,142.3757,150.3929,4063436
2012-08-06,152.496,152.496,147.737,148.28,897928
2012-08-07,149.6722,152.338,148.1319,149.0896,1093080
2012-08-08,149.0797,151.3704,148.8329,150.0572,533392
2012-08-09,149.8795,152.8415,149.4549,150.5509,1096372
2012-08-10,152.2886,159.1211,151.9529,157.9363,4218500
2012-08-13,159.1606,161.9054,157.7783,161.4018,1980944
2012-08-14,161.5302,161.9252,159.1804,161.2538,714936
2012-08-16,160.8687,167.4544,160.8687,166.9508,1961200
2012-08-17,167.0594,169.5278,166.0424,167.6518,1610672
2012-08-21,167.4247,172.0949,166.6743,171.6012,1312896
2012-08-22,171.7493,173.1809,168.2442,168.9748,996760
2012-08-23,170.6731,171.7986,167.9875,170.9397,845940
2012-08-24,171.4235,173.3784,170.2288,172.0652,1229212
2012-08-27,172.628,175.0372,171.0976,172.8058,1486032
2012-08-28,172.786,174.3658,164.5416,166.4571,1941728
2012-08-29,170.7027,170.7027,164.4133,164.8675,687604
2012-08-30,161.9252,161.9252,154.2436,156.6033,35747140
2012-08-31,156.2183,159.3581,154.5398,157.6993,4078732
2012-09-03,158.5287,161.1156,158.3707,160.0591,2430328
2012-09-04,161.3426,164.8872,160.3454,162.1523,4984824
2012-09-05,162.1226,165.6672,160.9378,164.2751,4720592
2012-09-06,164.8872,167.0989,163.7913,165.5191,4123596
2012-09-07,166.6447,170.0214,166.4867,169.5969,3653920
2012-09-10,169.4191,175.3531,169.2414,173.7832,6114304
2012-09-11,172.6577,176.923,172.6577,176.2516,4099092
2012-09-12,176.8144,184.3281,176.5576,182.7878,8177076
2012-09-13,181.0896,184.0714,179.964,180.4873,3873488
2012-09-14,182.0177,183.7258,177.861,179.8258,4477880
2012-09-17,181.6524,181.6524,175.1556,178.4139,4180036
2012-09-18,180.8527,183.0545,176.7749,177.9894,3539172
2012-09-20,177.7228,180.6453,176.7354,177.5253,2953324
2012-09-21,178.3744,181.3068,178.3053,180.359,1905180
2012-09-24,174.9582,181.8696,174.9582,180.9119,1804136
2012-09-25,181.682,186.4114,180.6848,183.1531,3831228
2012-09-26,182.2744,185.7894,180.744,185.276,2255392
2012-09-27,185.4241,189.4722,185.4241,188.0208,4034876
2012-09-28,188.9686,193.5203,188.9686,191.9504,3267252
2012-10-01,192.6416,205.951,192.6317,202.5151,10472304
2012-10-03,201.3006,202.9988,195.6234,196.3244,4442868
2012-10-04,197.4697,198.4571,190.9631,191.9011,3335868
2012-10-05,193.4808,193.4808,186.2139,186.9643,1687348
2012-10-08,186.0165,191.8813,184.6342,185.6314,2084888
2012-10-09,186.7471,189.1463,184.96,188.08,1628612
2012-10-10,188.3466,193.3031,187.379,190.6175,3788188
2012-10-11,186.6089,194.3102,186.4114,193.4216,2088296
2012-10-12,191.3383,195.7616,189.1957,189.9362,1593976
2012-10-15,186.6089,191.4469,184.7329,185.7301,1050480
2012-10-16,182.6694,188.3762,180.7934,186.5398,1166736
2012-10-17,187.5765,189.4524,186.6188,187.7048,919592
2012-10-18,187.9912,188.5638,183.6863,185.3352,1194004
2012-10-19,186.0066,186.0165,181.4253,183.242,1515140
2012-10-22,182.8569,186.3916,182.1658,185.1574,590340
2012-10-23,185.6512,186.362,183.2519,183.9233,569720
2012-10-25,183.7456,184.4861,179.1347,180.0233,1656920
2012-10-29,181.5635,184.6144,180.2701,183.5678,1036496
2012-10-30,183.6468,185.197,181.4944,184.3873,941708
2012-10-31,185.6215,188.3664,183.8641,187.2902,1290900
2012-11-01,187.0038,188.475,185.6215,186.2732,689504
2012-11-02,187.0038,190.8347,186.6583,187.9122,1195196
2012-11-05,186.6089,190.1436,183.6468,188.6724,1545380
2012-11-06,196.4823,196.4823,189.5512,190.2225,2328976
2012-11-07,190.3608,192.7206,188.8008,191.3679,1027464
2012-11-08,190.0843,190.5583,187.5962,188.5145,833632
2012-11-09,189.3734,189.7684,185.0488,185.4339,687592
2012-11-12,184.8317,187.5962,184.4367,187.1322,482944
2012-11-15,185.5129,186.2238,180.2899,181.3167,775376
2012-11-16,181.2772,183.1433,178.7792,179.8752,1109112
2012-11-19,179.8554,181.0698,172.3219,174.4151,2404956
2012-11-20,175.0075,177.4561,172.1936,174.6027,1279712
2012-11-21,175.6493,179.184,171.226,178.641,1496864
2012-11-22,178.6904,180.7638,175.6098,179.7172,1140924
2012-11-23,181.3858,181.3858,177.4266,178.4435,784276
2012-11-26,179.2531,180.4676,178.5719,179.2828,786476
2012-11-27,179.2828,180.3886,174.1782,176.5577,1884840
2012-11-29,174.7607,176.7848,172.8847,173.9116,2374248
2012-11-30,172.9934,177.2587,171.3247,173.7931,2775572
2012-12-03,174.1979,178.1572,173.4574,176.1232,1826440
2012-12-04,176.3503,177.8215,174.7607,175.5604,886344
2012-12-05,177.2784,177.2784,173.3982,175.3235,900008
2012-12-06,175.3531,175.9356,173.2106,174.2374,864668
2012-12-07,172.5885,176.3997,170.91,173.8425,2303496
2012-12-10,173.7733,174.9581,171.6012,172.6181,1118428
2012-12-11,171.8085,175.7085,171.7986,173.6746,1683172
2012-12-12,173.1809,183.9529,172.786,180.507,16469336
2012-12-13,180.6848,182.6101,179.4012,181.3463,3580800
2012-12-14,178.3152,187.9616,178.3152,187.2408,3587752
2012-12-17,187.9912,188.8798,182.6595,188.1294,4174144
2012-12-18,188.1393,188.4256,185.6215,186.9149,1179128
2012-12-19,187.5864,190.9335,185.8289,186.5003,2237088
2012-12-20,186.915,187.1914,181.9881,182.8866,4809536
2012-12-21,181.9979,184.2392,178.3744,178.9865,1617832
2012-12-24,180.6552,182.2646,177.3969,178.4435,1083132
2012-12-26,178.4435,181.6524,178.4435,180.6354,939260
2012-12-27,180.7046,184.9798,179.5987,181.6031,4514996
2012-12-28,183.5283,183.5283,180.2503,181.8202,900880
2012-12-31,183.6271,184.6145,181.4747,184.0912,1509632
2013-01-01,185.355,185.355,183.4987,184.3676,543928
2013-01-02,184.2393,186.056,182.7286,185.5623,1199844
2013-01-03,183.479,188.9884,183.479,185.8881,1138816
2013-01-04,186.599,189.0871,183.1532,186.1152,1099620
2013-01-07,187.4778,187.4778,181.919,183.0643,989776
2013-01-08,182.8372,183.6073,180.1911,182.9359,996520
2013-01-09,183.9628,186.5793,182.9656,185.5031,1256708
2013-01-10,187.0729,194.4583,186.6583,192.6515,4860944
2013-01-11,194.0041,199.8295,193.3228,195.3666,3472872
2013-01-14,195.6925,199.247,193.5203,197.8647,3108168
2013-01-15,199.1186,201.7647,196.0973,197.4302,2345300
2013-01-16,196.5317,200.3725,194.6558,197.055,2558020
2013-01-17,197.4796,202.989,196.8773,201.1032,4187708
2013-01-18,201.4191,202.7816,196.0282,197.2623,1831904
2013-01-21,197.8746,200.8267,196.3146,198.3288,1627760
2013-01-22,197.1044,198.8125,193.0266,193.6783,1920612
2013-01-23,193.7276,193.9152,190.4102,190.9532,1365436
2013-01-24,191.4568,200.5305,190.7557,195.6036,3062560
2013-01-25,195.8998,199.4444,194.3102,198.7533,1737524
2013-01-28,199.3753,203.7097,197.7659,200.6391,2316044
2013-01-29,201.0044,202.0806,196.4429,197.7758,1100908
2013-01-30,199.4444,201.5969,197.914,199.6419,1836600
2013-01-31,199.7208,202.0115,195.9393,197.2623,1546092
2013-02-01,197.2624,200.4318,196.0874,198.4176,1615692
2013-02-04,198.0621,200.2146,194.5077,195.5641,412560
2013-02-05,195.8998,196.5811,189.176,190.8643,700316
2013-02-06,191.1606,195.811,191.1606,193.4315,1471792
2013-02-07,193.5499,198.4274,192.5329,195.4753,2912724
2013-02-08,196.4824,201.3204,189.8869,197.8548,2837520
2013-02-11,198.4472,199.6418,190.6668,197.3315,1468188
2013-02-12,196.6502,198.4373,191.9307,195.5049,1352164
2013-02-13,196.4824,198.4571,194.8927,197.5882,1910584
